#Gene_ID	YL.RS.145.1	YL.RS.1488	YL.RS.Si051.12	YL.RS.Si062	YL.RS.Si080	YL.RS.Si214	YL.RS.Si255	YL.RS.Si268	YL.RP.112	YL.RP.1488	YL.RP.342	YL.RP.348	YL.RP.64	YL.RP.977	YL.RP.995	YL.RP.9	YL.RP.Si051	YL.RP.Si062	YL.RP.Si079	YL.RP.Si080	YL.RP.Si081	YL.RP.Si083	YL.RP.Si090	YL.RP.Si214	YL.RP.Si248	YL.RP.Si249	YL.RP.Si268	YL.RS.1489	YL.RS.1606	YL.RS.251	YL.RS.342	YL.RS.348	YL.RS.37	YL.RS.427	YL.RS.53	YL.RS.642	YL.RS.977	YL.RS.995	YL.RS.9	YL.RS.Si079	YL.RS.Si081	YL.RS.Si083	YL.RS.Si090	YL.RS.Si227	YL.RS.Si248	YL.RS.Si249
ZJK1168-1_2607421	0	0	0	0	0	0	0	0	4.17441893671561e-08	9.1702871188014e-09	1.65344885607847e-08	0	8.56153881205862e-09	1.99576521226568e-08	1.02917222551934e-07	1.26639814752637e-08	1.98370289889248e-08	1.20910904436859e-08	1.24999775704436e-08	7.09414392983616e-09	1.23223229354357e-08	8.91550226583124e-09	3.09011724896492e-08	0	1.01955084067548e-07	0	0	8.69777977318912e-09	0	9.39282352792518e-09	2.68089613501685e-08	0	4.36505594701501e-08	0	8.1404974685035e-09	9.30191894115651e-08	1.44753869066873e-07	2.20648258837567e-07	1.06786901301193e-08	1.46816869088754e-08	6.56641632841661e-09	3.20874375237828e-08	1.5526527467334e-08	2.06092724007496e-08	4.51860205995262e-08	0
ZJK1168-1_2607422	0	0	0	0	0	0	0	0	4.58203554408574e-08	1.72555402655309e-08	1.037086877922e-08	6.60786036890199e-09	0	1.87769513291409e-08	4.03452534336063e-08	1.19147764643226e-08	6.22115476561064e-09	5.68788892055075e-09	0	4.00467132527774e-08	1.15933305480341e-08	0	3.48876596276269e-08	0	5.11591414201541e-08	0	0	1.63664329319933e-08	2.63468771400648e-08	0	3.78344025161252e-08	0	0	0	1.53178063052375e-08	3.97800662559868e-08	1.98094815961051e-07	2.62953211263549e-07	0	1.38131138283886e-08	1.23558902668298e-08	1.50945674610925e-08	2.19119600421633e-08	1.29266810350758e-08	2.42930296134857e-08	1.3167713105092e-08
ZJK1168-1_4084907	0	0	0	0	0	0	0	0	0	0	0	0	1.44055926086857e-08	0	0	0	1.1125887703686e-08	0	0	1.19365629945708e-08	1.03667324354434e-08	0	0	1.22070314173502e-08	1.14365998737887e-08	0	0	0	0	0	0	0	0	0	0	0	0	3.71261404801777e-08	0	0	0	0	0	0	0	0
ZJK1168-1_4971928	0	0	0	0	0	0	0	0	0	0	1.33194491184099e-08	0	0	1.60769975432514e-08	4.14527701945289e-08	0	0	0	0	0	0	0	1.49355667033305e-08	0	1.64260968775495e-08	0	0	0	2.25584372898594e-08	0	4.85912424471804e-08	0	0	0	0	0	6.36039727718078e-08	5.33233292190788e-08	0	0	0	0	1.87612206896954e-08	0	1.55999356831698e-08	0
ZJK1168-1_499535	0	0	0	0	0	0	0	0	5.43209643687993e-08	1.02283971709708e-07	3.68846283279043e-08	3.91687650826316e-08	1.90988173499769e-08	2.22604581368095e-08	1.91320477820902e-08	2.11878151605374e-08	1.47506112994569e-08	1.34862162641112e-08	0	4.74761939919804e-08	2.06161941419791e-08	9.94421406573484e-09	6.89333847846022e-09	0	4.54876528916754e-08	1.8481173819429e-08	8.18404706032413e-09	0	0	0	7.47557576110467e-09	0	0	0	0	9.43201570956428e-09	0	8.20358911062749e-09	0	8.18786385302669e-09	1.46481595018524e-08	0	0	7.6624217900223e-09	0	1.56105920069416e-08
ZJK1168-1_9603091	0	0	0	0	0	0	0	0	0	0	1.037086877922e-08	0	0	0	1.61381013734426e-08	0	1.24423095312213e-08	0	0	0	0	0	0	0	1.27897853550385e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJK1490-1_10674171	0	0	0	0	0	0	0	0	0	0	0	4.42023680847401e-08	0	0	1.79922662120934e-08	0	0	0	0	1.4882608329401e-08	0	0	0	1.52198306607813e-08	0	0	0	0	0	0	0	0	0	1.39345801480675e-08	0	0	0	0	0	0	0	1.68288369140691e-08	0	0	1.35420718270921e-08	0
ZJK1490-1_11389137	0	0	0	0	0	0	0	0	3.88886722562509e-08	0	3.69682669408928e-08	0	9.57106266291361e-09	2.23109353661446e-08	0	0	0	6.75839862668615e-09	1.3973897828183e-08	7.9306416267783e-09	0	0	6.90896963147261e-09	0	7.598466582812e-09	0	0	0	2.08703909620467e-08	0	3.74626359003205e-08	0	0	0	0	2.83602105008667e-08	1.61822352494259e-07	1.06888487595614e-07	1.19378554062332e-08	8.20643043772744e-09	0	0	0	2.30393906883663e-08	1.44325935572183e-08	7.82299508737893e-09
ZJK1490-1_11542518	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06270911875677e-08	0	0	0	1.87449924174125e-08	3.87577920894886e-08	0	0	0	0	0	2.10749922202522e-08	2.56876692710303e-08	0	2.69685875986304e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJK1490-1_12134549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00245960514354e-08	0	0	0	0	1.34796680333129e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJK1490-1_12779079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70583138450956e-08	0	0	6.73496059259965e-08	3.8223092430702e-08	4.97943049768019e-08	2.40182656669661e-08	8.32474209693831e-08	1.95445912857027e-08	1.83110588143174e-08	2.23187946125345e-08	1.97669333369577e-08	0	0	0	0	0	0	0	0	0	0	1.98141332617341e-08	0	0	1.76898538246414e-08	0	0	0	1.73900922369761e-08	0
ZJK1490-1_13780207	0	0	0	0	0	0	0	0	0	0	1.62704647913511e-08	0	0	0	0	0	0	0	0	2.09425925593367e-08	0	0	0	0	0	0	2.16607712614567e-08	0	0	0	0	0	0	0	0	0	0	2.17124933347147e-08	0	0	0	0	0	0	0	0
ZJK1490-1_17177590	0	0	0	0	0	0	0	0	0	3.05469699295208e-08	1.83592406767272e-08	0	2.85191799617898e-08	0	0	2.10923745517061e-08	0	0	0	4.72623372622868e-08	0	0	1.6469489770159e-07	0	2.26413767771628e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.44529447502554e-08	0	2.6721464018961e-08	0	0	0	2.33104110373926e-08
ZJK1490-1_2781345	0	0	0	0	0	0	0	0	0	3.70569799145007e-08	7.42395524632684e-09	0	1.15323459954779e-08	0	3.46572340970651e-08	0	0	8.14331637805627e-09	0	0	1.65981016589339e-08	0	8.32474209693831e-08	0	0	4.46375892250691e-08	9.88346666847888e-09	0	0	0	9.0278811104051e-09	0	1.1759413015729e-08	0	1.09652056064815e-08	0	0	0	0	0	0	0	0	0	8.69504611848807e-09	0
ZJK1490-1_3206278	0	0	0	0	0	0	0	0	0	0	0	1.85161434936077e-08	0	1.7538542774456e-08	2.26106019242885e-08	3.33868602529679e-08	0	0	0	0	1.62430620512562e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJK1490-1_4442172	0	0	0	0	0	0	0	0	5.83330083843763e-08	1.84528634676289e-07	6.46944671465625e-08	4.71090997728522e-08	0	1.11554676830723e-07	2.87631466655914e-08	2.12358600928741e-08	2.21760890964624e-08	6.08255876401753e-08	4.19216934845487e-08	9.51676995213395e-08	4.13258857630601e-08	4.48504348679062e-08	1.03634544472089e-07	1.21655109023251e-08	5.698849937109e-08	8.33538655937514e-08	1.23039074852492e-08	1.45850524768103e-08	3.130558644307e-08	3.15011020358306e-08	0	0	0	1.11381848122308e-08	0	5.67204210017336e-08	0	2.46665740605262e-08	0	0	1.10110314622768e-08	1.34516213428783e-08	0	1.15196953441832e-08	2.16488903358274e-08	3.52034778932052e-08
ZJK1490-1_4730872	0	0	0	0	0	0	0	0	0	5.51335554825498e-08	3.31361904897027e-08	4.22258394305443e-08	0	3.99964329124788e-08	0	3.80691638250305e-08	0	0	0	8.53027550587616e-08	0	0	0	0	0	0	0	5.22927491241735e-08	0	5.64714877959403e-08	0	5.10468847964894e-08	0	0	4.8942259170393e-08	0	0	0	0	0	3.94785762184072e-08	4.82289838391003e-08	0	1.23906966994751e-07	0	4.20724491894403e-08
ZJK1490-1_5036936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94890995595484e-08	0	0	0	0	0	0	0	0	0	0	0	3.19508531244326e-08	0	0
ZJK1490-1_6587635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10687527554773e-08	0	2.64779675726193e-08	0	0	0	2.46044543017701e-08	0	5.16627160021956e-08	2.77224169104296e-08	0	0	0	0	1.97266646674449e-08	0	0	0	0	0	0	3.90029307217999e-08	0	0	2.04023519951197e-08	0	0
ZJK1490-1_760475	0	0	0	0	0	0	0	0	1.47209480386323e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZJK1490-1_7702753	0	0	0	0	0	0	0	0	1.89501706795653e-08	0	1.50119758019647e-08	1.91299383055505e-08	0	1.81199309327252e-08	7.00803739200323e-08	1.72468035008425e-08	0	8.23329777449888e-08	0	1.93227235215979e-08	3.35630121943085e-08	4.85673217354122e-08	0	0	0	4.51308222551804e-08	1.99853524898523e-08	0	2.54249790449243e-08	0	0	0	2.37787025621923e-08	1.8091858203292e-08	0	0	0	4.00661479215178e-08	0	0	0	0	2.11452432082754e-08	0	1.75822479523018e-08	1.9060446594111e-08
ZJK1490-1_8785819	0	0	0	0	0	0	0	0	7.07212555258006e-08	0	9.33734577373069e-09	0	0	0	5.81193479016075e-08	0	0	1.02421092589986e-08	0	0	0	0	2.09405883675561e-08	1.22909285404935e-08	8.06064135434386e-08	0	0	0	1.5814162223819e-08	0	2.27093091849365e-08	1.4384345544028e-08	4.43705686985238e-08	1.12530114597796e-08	0	2.86525838049994e-08	1.56059232161755e-07	1.37064777511584e-07	0	0	0	0	2.63043918948305e-08	2.3276910179999e-08	1.09360373861397e-08	1.18554667819042e-08
ZJK1490-1_9534684	0	0	0	0	0	0	0	0	0	1.61462555341753e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65380785688111e-08	1.18007303086009e-08	0	0	0	0	0	0	0	0	0	1.15615830353907e-08	0	0	0	0	0
ZJK1490-1_9923336	0	0	0	0	0	0	0	0	0	2.61326679165843e-08	1.57061712147724e-08	0	4.87958223623689e-08	0	0	0	0	0	0	2.02162598694175e-08	0	0	0	2.06743364467259e-08	1.93695015203473e-08	0	0	0	0	0	0	0	0	1.89284759236754e-08	0	2.40979823331064e-08	0	0	0	0	0	0	2.21230579231089e-08	1.95768233016755e-08	1.8395299880732e-08	0
ZJKref200_11737400	1.77819204914952e-08	1.81867347410551e-08	3.19519594939682e-08	0	0	0	1.42295716911412e-08	0	0	2.67511926010005e-08	0	0	2.49753765345852e-08	1.94065532474749e-08	2.50188317150411e-08	0	0	1.76358212684532e-08	0	2.06947512272735e-08	0	0	5.4086194215611e-08	0	0	0	2.14044307731554e-08	2.53728131845102e-08	0	0	0	2.4768310966344e-08	0	0	0	0	0	0	0	0	0	2.34010454130546e-08	0	0	0	0
ZJKref200_177532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53178063052375e-08	0	0	0	0	0	0	0	0	0	0	0
