1	56043479
1	56414923
1	54972257
1	55174433
1	56051429
1	56543164
2	60191708
2	64129170
2	64052201
2	64229031
2	60993388
2	64103849
2	64322351
2	64489722
2	60717722
2	59164841
2	59291304
2	64356560
2	59358138
2	64652612
2	64890587
3	65470868
3	65533978
3	65640291
3	62264483
3	65255499
3	65258289
3	66019123
3	65200930
3	66121605
3	66227813
3	65354280
3	65366747
3	65799096
3	65430082
3	65982176
3	66078887
3	60835282
3	65674747
3	65716749
3	65813893
4	66287514
4	66289021
4	66382257
4	66298225
4	66482436
4	66554139
4	65693597
4	66795145
4	66791743
4	66822389
4	65828925
4	66643397
4	66638434
4	66698963
4	66177647
5	66593812
5	67042441
5	67033887
5	67063571
5	67065456
5	66938134
6	67268871
7	67278885
7	67315909
7	67288253
7	67278070
7	67278695
7	67306386
7	67307682
7	67307518
7	67318497
7	67335806
7	67321647
7	67326801
8	67287188
8	67296837
8	67286727
8	67312550
8	67313413
8	67314300
8	67325270
8	67341419
8	67327881
8	67332793
8	67322410
8	67312722
8	67296254
8	67286289
8	67328333
8	67334831
8	67341427
8	67355275
8	67344107
8	67347095
8	67339365
8	67322610
8	67313450
8	67312395
8	67335849
8	67344527
8	67356024
8	67345890
8	67349410
8	67340278
8	67323570
8	67313546
8	67338107
8	67314155
8	67349990
8	67340137
8	67344014
8	67336714
8	67322617
8	67313947
8	67354059
8	67345619
8	67346910
8	67341777
8	67324767
8	67333789
8	67324524
8	67354323
8	67355866
8	67352142
8	67349174
8	67340564
8	67348241
8	67343821
8	67336208
8	67340608
8	67327206
8	67345803
8	67340983
8	67332267
8	67331181
8	67321713
8	67294733
8	67327071
8	67332201
8	67321766
9	67318117
9	67293818
9	67301639
9	67350934
9	67356257
9	67366737
9	67357964
9	67360063
9	67353400
9	67342536
9	67332737
9	67356151
9	67332502
9	67366001
9	67358055
9	67360244
9	67355273
9	67348129
9	67339331
9	67367701
9	67361037
9	67361351
9	67357819
9	67339259
9	67355039
9	67345636
9	67368812
9	67368885
9	67366675
9	67367446
9	67358861
9	67362826
9	67359791
9	67357219
9	67345655
9	67348143
9	67360677
9	67359926
9	67351133
9	67353029
9	67343582
9	67326547
9	67358822
9	67366192
9	67359277
9	67358678
9	67361785
9	67355973
9	67348780
9	67340281
9	67369610
9	67363846
9	67364057
9	67359823
9	67357770
9	67348710
9	67347813
9	67369119
9	67370111
9	67367051
9	67367994
9	67359484
9	67364571
9	67360953
9	67358603
9	67349789
9	67362189
9	67350839
9	67361940
9	67353302
9	67353685
9	67344415
9	67327419
9	67363638
9	67357068
9	67358189
9	67354338
9	67351289
9	67343435
9	67342793
9	67363494
9	67364946
9	67362151
9	67361872
9	67353806
9	67359105
9	67355910
9	67352752
9	67344408
9	67328143
9	67357513
9	67356391
9	67348265
9	67349668
9	67341219
9	67326947
9	67366610
9	67366439
9	67364505
9	67366283
9	67318055
9	67357804
9	67361512
9	67358605
9	67358644
9	67349777
9	67358559
9	67359735
9	67351040
9	67355134
9	67346094
9	67318465
9	67339831
9	67337702
9	67366596
9	67364758
9	67366196
9	67357857
9	67365032
9	67367720
9	67359382
9	67364306
9	67355826
9	67348303
9	67352053
9	67360028
9	67360602
9	67352232
9	67356636
9	67347867
9	67339793
9	67358575
9	67349888
9	67344485
9	67358984
9	67334945
9	67349102
9	67352690
9	67343941
9	67328560
9	67318638
9	67342773
9	67353669
9	67320003
9	67344127
9	67348049
9	67341045
9	67328473
9	67319805
9	67357739
9	67349571
9	67350969
9	67345985
9	67339280
9	67330598
9	67330025
9	67357656
9	67359305
9	67355715
9	67353370
9	67344829
9	67351894
9	67347584
9	67340944
9	67331990
9	67345497
